fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5244309620226647,0.9320001518998713,-1.3932579682543467,-0.4611570659989154,-0.24562280114914936,-0.46855351735712547,-0.3840497273360723,0.5840033590895148,1.2918721636398425,-0.5785613430756232,-0.9543742892850674,5
-0.2940627430687092,1.9158004330673288,-1.3932579682543467,0.056664837783860986,0.2000940299237609,0.8720027565130501,0.6040732824365008,0.04873718632654597,-0.7083954824325219,0.12482156902198069,-0.5845748022720374,5
-0.2940627430687092,1.2599335789556907,-1.1886173220660021,-0.16525883526590046,0.07853489417660348,-0.08553743910850388,0.21481270282912354,0.15579042087912787,-0.32124690577335663,-0.051024159002420445,-0.5845748022720374,5
1.6640671180399145,-1.3635338374908619,1.471711078382476,-0.4611570659989154,-0.2658826571070089,0.10597060001580692,0.39447143187868233,0.6910565936420968,-0.966494533538634,-0.4613308577260231,-0.5845748022720374,6
-0.5244309620226647,0.7133778671959924,-1.3932579682543467,-0.535131623682169,-0.2658826571070089,-0.27704547823281467,-0.20439099828651355,0.5840033590895148,1.2918721636398425,-0.5785613430756232,-0.9543742892850674,5
-0.23647068833021995,0.385444440140173,-1.08629699897183,-0.6830807390486765,-0.3874417928541661,-0.08553743910850388,0.36452831037042255,-0.16536928277867724,-0.06314785466724451,-1.1647137698236267,-0.9543742892850674,5
-0.5820230167611539,0.6587222960200224,-1.3932579682543467,-0.9789789697816916,-0.4684812166856044,-0.08553743910850388,-0.7733103069434496,-1.1288483937519738,0.5175750103215091,-1.1060985271488266,-0.39967505876552323,7
-0.2940627430687092,0.27613329778823315,-1.2909376451601744,-0.3871825083156616,-0.3064023690227281,-0.6600615564814363,-0.863139671468229,0.04873718632654597,0.32400072199192365,-0.5199461004008235,-0.8619244175318104,7
-0.46683890728417593,-0.1611112716195254,0.4485078474407534,2.645774356697742,-0.34692208093844723,0.10597060001580692,1.6520825352255937,0.5840033590895148,0.259475959215397,0.8282044811195846,0.06257430000076386,5
-0.9275753451920874,0.27613329778823315,-0.9839766758776577,-0.535131623682169,0.17983417396590134,-0.08553743910850388,0.5441870394199813,-0.43300236916013196,-0.19219738022030056,-0.6957918284252239,-1.1392740327915833,5
-1.561087947315466,0.46742779690412783,-1.3932579682543467,-0.6830807390486765,0.01775532630302477,0.010216580453651524,0.36452831037042255,-1.289428245580906,1.74354550307554,-0.8130223137748247,-0.4921249305187803,5
-0.2940627430687092,0.44010001131614285,0.09038671661115057,-0.6830807390486765,0.5242517252495138,-0.6600615564814363,-0.5337653348773713,0.36989688998429165,-0.32124690577335663,5.282962924404409,-1.2317239045448403,5
0.3394498590546695,0.49475558249211277,-0.4723750604067966,0.9443595299829058,1.7803627946368057,3.4573612846912463,2.9396367600807647,1.0122162972999018,-0.966494533538634,1.297126422517987,-1.1392740327915833,5
0.3394498590546695,0.49475558249211277,-0.4212148988597105,1.0183340876661597,1.6588036588896489,3.361607265129091,3.0294661246055443,1.0122162972999018,-0.9019697707621074,1.590202635891989,-1.1392740327915833,5
0.10908164010071351,-1.3635338374908619,1.471711078382476,-0.535131623682169,0.07853489417660348,1.8295429521346043,1.6820256567338534,0.10226380360283692,-0.06314785466724451,0.5351282677455826,0.06257430000076386,7
-0.12128657885324247,0.16682215543629397,0.039226555064064694,-0.6091061813654229,5.670255138545841,0.010216580453651524,0.27469894584564314,0.04873718632654597,-1.2891183474212755,3.64173612951,-1.0468241610383244,5
-0.5244309620226647,0.33078886896420306,-0.9839766758776577,1.3882068760824287,-0.04302424157055394,-0.9473236151679025,-0.5337653348773713,0.36989688998429165,0.4530502475449797,-0.9302527991244255,-1.3241737762980974,4
-0.23647068833021995,-1.1449115527869826,1.2159102706470453,-0.535131623682169,5.123239027683632,0.10597060001580692,0.27469894584564314,0.10226380360283692,-1.7407916868569702,2.469431276013994,-1.1392740327915833,6
